,Season_x,Week_x,Team 1_x,Team 2_x,Spread Open,Spread Close,Open Favorite,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Team 1 Final,Team 2 Final,Total Final,Spread Delta,Winner
15,2020,1,Pittsburgh,NYGiants,-3.0,-6.0,Team 1,Team 1,69%,31%,26.0,16.0,42.0,3.0,Team 1
16,2020,1,Tennessee,Denver,-1.5,-3.0,Team 2,Team 1,67%,33%,16.0,14.0,30.0,1.5,Team 1
17,2020,2,Cincinnati,Cleveland,-8.5,-6.0,Team 2,Team 2,58%,42%,30.0,35.0,65.0,-2.5,Team 2
18,2020,2,LARams,Philadelphia,-4.5,-1.5,Team 2,Team 2,70%,30%,37.0,19.0,56.0,-3.0,Team 1
19,2020,2,Carolina,TampaBay,-8.5,-8.5,Team 2,Team 2,39%,61%,17.0,31.0,48.0,0.0,Team 2
20,2020,2,Denver,Pittsburgh,-5.0,-6.5,Team 2,Team 2,29%,71%,21.0,26.0,47.0,1.5,Team 2
21,2020,2,Atlanta,Dallas,-7.5,-3.0,Team 2,Team 2,40%,60%,39.0,40.0,79.0,-4.5,Team 2
22,2020,2,SanFrancisco,NYJets,-4.0,-7.0,Team 1,Team 1,68%,32%,31.0,13.0,44.0,3.0,Team 1
23,2020,2,Buffalo,Miami,-3.0,-5.5,Team 1,Team 1,67%,33%,31.0,28.0,59.0,2.5,Team 1
24,2020,2,Minnesota,Indianapolis,-3.5,-3.5,Team 2,Team 2,72%,28%,11.0,28.0,39.0,0.0,Team 2
25,2020,2,Detroit,GreenBay,-6.5,-6.5,Team 2,Team 2,27%,73%,21.0,42.0,63.0,0.0,Team 2
26,2020,2,NYGiants,Chicago,-5.0,-4.5,Team 2,Team 2,61%,39%,13.0,17.0,30.0,-0.5,Team 2
27,2020,2,Jacksonville,Tennessee,-11.0,-7.0,Team 2,Team 2,45%,55%,30.0,33.0,63.0,-4.0,Team 2
28,2020,2,Washington,Arizona,-7.0,-7.0,Team 2,Team 2,33%,67%,15.0,30.0,45.0,0.0,Team 2
29,2020,2,Baltimore,Houston,-6.0,-7.5,Team 1,Team 1,69%,31%,33.0,16.0,49.0,1.5,Team 1
30,2020,2,KansasCity,LAChargers,-5.5,-9.0,Team 1,Team 1,83%,17%,23.0,20.0,43.0,3.5,Team 1
31,2020,2,NewEngland,Seattle,-3.5,-4.5,Team 2,Team 2,35%,65%,30.0,35.0,65.0,1.0,Team 2
32,2020,2,NewOrleans,LasVegas,-5.0,-4.0,Team 1,Team 1,58%,42%,24.0,34.0,58.0,-1.0,Team 2
33,2020,3,Miami,Jacksonville,0.0,-2.5,No Favorite,Team 2,35%,65%,31.0,13.0,44.0,2.5,Team 1
34,2020,3,LasVegas,NewEngland,-6.5,-7.0,Team 2,Team 2,38%,62%,20.0,36.0,56.0,0.5,Team 2
35,2020,3,LARams,Buffalo,-3.0,-2.0,Team 2,Team 2,42%,58%,32.0,35.0,67.0,-1.0,Team 2
36,2020,3,Houston,Pittsburgh,-6.0,-4.0,Team 2,Team 2,52%,48%,21.0,28.0,49.0,-2.0,Team 2
37,2020,3,SanFrancisco,NYGiants,-6.5,-3.0,Team 1,Team 1,42%,58%,36.0,9.0,45.0,-3.5,Team 1
38,2020,3,Tennessee,Minnesota,0.0,-2.5,No Favorite,Team 1,54%,46%,31.0,30.0,61.0,2.5,Team 1
39,2020,3,Washington,Cleveland,-5.5,-7.0,Team 2,Team 2,35%,65%,20.0,34.0,54.0,1.5,Team 2
40,2020,3,Cincinnati,Philadelphia,-5.5,-5.5,Team 2,Team 2,59%,41%,23.0,23.0,46.0,0.0,Draw
41,2020,3,Chicago,Atlanta,-3.5,-2.5,Team 2,Team 2,32%,68%,30.0,26.0,56.0,-1.0,Team 1
42,2020,3,NYJets,Indianapolis,-7.0,-11.5,Team 2,Team 2,48%,52%,7.0,36.0,43.0,4.5,Team 2
43,2020,3,Carolina,LAChargers,-6.5,-6.0,Team 2,Team 2,37%,63%,21.0,16.0,37.0,-0.5,Team 1
44,2020,3,Detroit,Arizona,-3.5,-5.0,Team 2,Team 2,33%,67%,26.0,23.0,49.0,1.5,Team 1
45,2020,3,TampaBay,Denver,-3.5,-6.0,Team 1,Team 1,81%,19%,28.0,10.0,38.0,2.5,Team 1
46,2020,3,Dallas,Seattle,-3.5,-5.5,Team 2,Team 2,55%,45%,31.0,38.0,69.0,2.0,Team 2
47,2020,3,GreenBay,NewOrleans,-6.5,-3.0,Team 2,Team 2,55%,45%,37.0,30.0,67.0,-3.5,Team 1
48,2020,3,KansasCity,Baltimore,-2.5,-3.5,Team 2,Team 2,47%,53%,34.0,20.0,54.0,1.0,Team 1
49,2020,4,Denver,NYJets,,-1.0,Team 1,Team 2,34%,66%,37.0,28.0,65.0,,Team 1
50,2020,4,Indianapolis,Chicago,0.0,-3.5,No Favorite,Team 1,43%,57%,19.0,11.0,30.0,3.5,Team 1
51,2020,4,NewOrleans,Detroit,-4.0,-3.0,Team 1,Team 1,65%,35%,35.0,29.0,64.0,-1.0,Team 1
52,2020,4,Arizona,Carolina,-3.5,-3.0,Team 1,Team 1,76%,24%,21.0,31.0,52.0,-0.5,Team 2
53,2020,4,Jacksonville,Cincinnati,-3.0,-1.5,Team 2,Team 2,43%,57%,25.0,33.0,58.0,-1.5,Team 2
54,2020,4,Cleveland,Dallas,-4.0,-3.5,Team 2,Team 2,27%,73%,49.0,38.0,87.0,-0.5,Team 1
55,2020,4,Minnesota,Houston,-4.0,-3.5,Team 2,Team 2,42%,58%,31.0,23.0,54.0,-0.5,Team 1
56,2020,4,Seattle,Miami,-6.5,-4.5,Team 1,Team 1,70%,30%,31.0,23.0,54.0,-2.0,Team 1
57,2020,4,LAChargers,TampaBay,-4.5,-7.5,Team 2,Team 2,29%,71%,31.0,38.0,69.0,3.0,Team 2
58,2020,4,Baltimore,Washington,-12.0,-14.0,Team 1,Team 1,83%,17%,31.0,17.0,48.0,2.0,Team 1
59,2020,4,NYGiants,LARams,-9.0,-13.5,Team 2,Team 2,13%,87%,9.0,17.0,26.0,4.5,Team 2
60,2020,4,NewEngland,KansasCity,-8.0,-7.0,Team 2,Team 2,23%,77%,10.0,26.0,36.0,-1.0,Team 2
61,2020,4,NewEngland,KansasCity,-11.5,-11.5,Team 2,Team 2,33%,67%,10.0,26.0,36.0,0.0,Team 2
62,2020,4,Buffalo,LasVegas,-2.5,-3.0,Team 1,Team 1,72%,28%,30.0,23.0,53.0,0.5,Team 1
63,2020,4,Philadelphia,SanFrancisco,-3.0,-8.0,Team 2,Team 2,54%,46%,25.0,20.0,45.0,5.0,Team 1
64,2020,4,Atlanta,GreenBay,-5.0,-5.0,Team 2,Team 2,36%,64%,16.0,30.0,46.0,0.0,Team 2
65,2020,5,TampaBay,Chicago,-3.0,-3.5,Team 1,Team 1,74%,26%,19.0,20.0,39.0,0.5,Team 2
66,2020,5,Carolina,Atlanta,-3.5,-2.5,Team 2,Team 2,34%,66%,23.0,16.0,39.0,-1.0,Team 1
67,2020,5,LasVegas,KansasCity,-11.5,-10.5,Team 2,Team 2,37%,63%,40.0,32.0,72.0,-1.0,Team 1
68,2020,5,LARams,Washington,-9.5,-7.0,Team 1,Team 1,68%,32%,30.0,10.0,40.0,-2.5,Team 1
69,2020,5,Jacksonville,Houston,-6.5,-6.5,Team 2,Team 2,32%,68%,14.0,30.0,44.0,0.0,Team 2
70,2020,5,Buffalo,Tennessee,,-1.0,Team 1,Team 1,,,16.0,42.0,58.0,,Team 2
71,2020,5,Buffalo,Tennessee,-6.5,-3.0,Team 1,Team 1,69%,31%,16.0,42.0,58.0,-3.5,Team 2
72,2020,5,Arizona,NYJets,-8.5,-7.0,Team 1,Team 1,68%,32%,30.0,10.0,40.0,-1.5,Team 1
73,2020,5,Philadelphia,Pittsburgh,-7.0,-7.5,Team 2,Team 2,34%,66%,29.0,38.0,67.0,0.5,Team 2
74,2020,5,Cincinnati,Baltimore,-13.0,-12.5,Team 2,Team 2,63%,37%,3.0,27.0,30.0,-0.5,Team 2
75,2020,5,Miami,SanFrancisco,-8.5,-8.0,Team 2,Team 2,40%,60%,43.0,17.0,60.0,-0.5,Team 1
76,2020,5,NYGiants,Dallas,-11.0,-7.5,Team 2,Team 2,34%,66%,34.0,37.0,71.0,-3.5,Team 2
77,2020,5,Indianapolis,Cleveland,-2.5,-1.0,Team 1,Team 2,36%,64%,23.0,32.0,55.0,-1.5,Team 2
78,2020,5,Minnesota,Seattle,-9.0,-6.5,Team 2,Team 2,33%,67%,26.0,27.0,53.0,-2.5,Team 2
79,2020,5,LAChargers,NewOrleans,-7.5,-7.0,Team 2,Team 2,31%,69%,27.0,30.0,57.0,-0.5,Team 2
80,2020,6,Chicago,Carolina,-3.0,-1.5,Team 2,Team 2,46%,54%,23.0,16.0,39.0,-1.5,Team 1
81,2020,6,Detroit,Jacksonville,-2.5,-3.0,Team 1,Team 1,76%,24%,34.0,16.0,50.0,0.5,Team 1
82,2020,6,Atlanta,Minnesota,-3.5,-3.5,Team 2,Team 2,30%,70%,40.0,23.0,63.0,0.0,Team 1
83,2020,6,Houston,Tennessee,-5.5,-4.0,Team 2,Team 2,41%,59%,36.0,42.0,78.0,-1.5,Team 2
84,2020,6,Washington,NYGiants,-3.5,-1.5,Team 2,Team 2,56%,44%,19.0,20.0,39.0,-2.0,Team 2
85,2020,6,Cleveland,Pittsburgh,-5.5,-3.0,Team 2,Team 2,28%,72%,7.0,38.0,45.0,-2.5,Team 2
86,2020,6,Baltimore,Philadelphia,-7.0,-10.0,Team 1,Team 1,59%,41%,30.0,28.0,58.0,3.0,Team 1
87,2020,6,Cincinnati,Indianapolis,-9.5,-7.5,Team 2,Team 2,57%,43%,27.0,31.0,58.0,-2.0,Team 2
88,2020,6,GreenBay,TampaBay,-3.0,-2.5,Team 2,Team 1,76%,24%,10.0,38.0,48.0,-0.5,Team 2
89,2020,6,LARams,SanFrancisco,-3.0,-2.5,Team 2,Team 1,68%,32%,16.0,24.0,40.0,-0.5,Team 2
90,2020,6,NYJets,Miami,-8.0,-9.0,Team 2,Team 2,33%,67%,0.0,24.0,24.0,1.0,Team 2
91,2020,6,Denver,NewEngland,,,Team 1,Team 1,23%,77%,18.0,12.0,30.0,,Team 1
92,2020,6,Arizona,Dallas,-3.0,-1.0,Team 2,Team 2,41%,59%,38.0,10.0,48.0,-2.0,Team 1
93,2020,6,KansasCity,Buffalo,-3.0,-5.5,Team 1,Team 1,69%,31%,26.0,17.0,43.0,2.5,Team 1
94,2020,7,NYGiants,Philadelphia,-7.0,-5.0,Team 2,Team 2,33%,67%,21.0,22.0,43.0,-2.0,Team 2
95,2020,7,Cleveland,Cincinnati,-4.5,-4.0,Team 1,Team 1,71%,29%,37.0,34.0,71.0,-0.5,Team 1
96,2020,7,Dallas,Washington,-3.5,0.0,Team 1,No Favorite,71%,29%,3.0,25.0,28.0,-3.5,Team 2
97,2020,7,Detroit,Atlanta,-1.5,-1.0,Team 2,Team 2,53%,47%,23.0,22.0,45.0,-0.5,Team 1
98,2020,7,Carolina,NewOrleans,-7.0,-7.0,Team 2,Team 2,52%,48%,24.0,27.0,51.0,0.0,Team 2
99,2020,7,Buffalo,NYJets,-10.5,-9.5,Team 1,Team 1,73%,27%,18.0,10.0,28.0,-1.0,Team 1
100,2020,7,GreenBay,Houston,-3.5,-3.0,Team 1,Team 1,67%,33%,35.0,20.0,55.0,-0.5,Team 1
101,2020,7,Seattle,Arizona,-2.5,-3.5,Team 1,Team 1,59%,41%,34.0,37.0,71.0,1.0,Team 2
102,2020,7,SanFrancisco,NewEngland,-5.0,-3.0,Team 2,Team 2,36%,64%,33.0,6.0,39.0,-2.0,Team 1
103,2020,7,KansasCity,Denver,-10.0,-7.0,Team 1,Team 1,66%,34%,43.0,16.0,59.0,-3.0,Team 1
104,2020,7,TampaBay,LasVegas,-2.5,-4.0,Team 1,Team 1,66%,34%,45.0,20.0,65.0,1.5,Team 1
105,2020,7,Pittsburgh,Tennessee,-1.0,-1.0,Team 2,Team 2,55%,45%,27.0,24.0,51.0,0.0,Team 1
106,2020,7,Jacksonville,LAChargers,-7.5,-7.5,Team 2,Team 2,45%,55%,29.0,39.0,68.0,0.0,Team 2
107,2020,7,Chicago,LARams,-7.5,-6.5,Team 2,Team 2,52%,48%,10.0,24.0,34.0,-1.0,Team 2
108,2019,1,GreenBay,Chicago,-3.5,-3.0,Team 2,Team 2,43%,57%,10.0,3.0,13.0,-0.5,Team 1
109,2019,1,Atlanta,Minnesota,-4.5,-4.0,Team 2,Team 2,54%,46%,12.0,28.0,40.0,-0.5,Team 2
110,2019,1,Washington,Philadelphia,-8.5,-10.0,Team 2,Team 2,24%,76%,27.0,32.0,59.0,1.5,Team 2
111,2019,1,Buffalo,NYJets,-3.5,-3.0,Team 2,Team 2,40%,60%,17.0,16.0,33.0,-0.5,Team 1
112,2019,1,Baltimore,Miami,-4.0,-7.0,Team 1,Team 1,73%,27%,59.0,10.0,69.0,3.0,Team 1
113,2019,1,SanFrancisco,TampaBay,-2.5,-1.0,Team 2,Team 2,49%,51%,31.0,17.0,48.0,-1.5,Team 1
114,2019,1,KansasCity,Jacksonville,-5.5,-3.5,Team 1,Team 1,58%,42%,40.0,26.0,66.0,-2.0,Team 1
115,2019,1,Tennessee,Cleveland,-5.0,-5.5,Team 2,Team 2,40%,60%,43.0,13.0,56.0,0.5,Team 1
116,2019,1,LARams,Carolina,-2.5,-1.5,Team 1,Team 1,63%,37%,30.0,27.0,57.0,-1.0,Team 1
117,2019,1,Detroit,Arizona,0.0,-2.5,No Favorite,Team 1,66%,34%,27.0,27.0,54.0,2.5,Draw
118,2019,1,Cincinnati,Seattle,-9.0,-9.5,Team 2,Team 2,34%,66%,20.0,21.0,41.0,0.5,Team 2
119,2019,1,Indianapolis,LAChargers,-3.5,-6.0,Team 2,Team 2,49%,51%,24.0,30.0,54.0,2.5,Team 2
120,2019,1,NYGiants,Dallas,-7.5,-7.0,Team 2,Team 2,34%,66%,17.0,35.0,52.0,-0.5,Team 2
121,2019,1,Pittsburgh,NewEngland,-6.5,-6.0,Team 2,Team 2,42%,58%,3.0,33.0,36.0,-0.5,Team 2
122,2019,1,Houston,NewOrleans,-9.0,-7.0,Team 2,Team 2,45%,55%,28.0,30.0,58.0,-2.0,Team 2
123,2019,1,Denver,Oakland,-3.0,-1.5,Team 2,Team 2,70%,30%,16.0,24.0,40.0,-1.5,Team 2
124,2019,2,TampaBay,Carolina,-5.0,-6.5,Team 2,Team 2,29%,71%,20.0,14.0,34.0,1.5,Team 1
125,2019,2,Indianapolis,Tennessee,-3.0,-3.0,Team 2,Team 2,31%,69%,19.0,17.0,36.0,0.0,Team 1
126,2019,2,LAChargers,Detroit,-2.5,-1.0,Team 1,Team 1,51%,49%,10.0,13.0,23.0,-1.5,Team 2
127,2019,2,Buffalo,NYGiants,-2.5,-1.0,Team 1,Team 1,50%,50%,28.0,14.0,42.0,-1.5,Team 1
128,2019,2,Arizona,Baltimore,-13.5,-13.0,Team 2,Team 2,46%,54%,17.0,23.0,40.0,-0.5,Team 2
129,2019,2,NewEngland,Miami,-14.5,-18.0,Team 1,Team 1,62%,38%,43.0,0.0,43.0,3.5,Team 1
130,2019,2,Dallas,Washington,-7.0,-6.0,Team 1,Team 1,69%,31%,31.0,21.0,52.0,-1.0,Team 1
131,2019,2,Jacksonville,Houston,-9.5,-7.0,Team 2,Team 2,52%,48%,12.0,13.0,25.0,-2.5,Team 2
132,2019,2,Seattle,Pittsburgh,-4.0,-4.0,Team 2,Team 2,29%,71%,28.0,26.0,54.0,0.0,Team 1
133,2019,2,SanFrancisco,Cincinnati,-1.5,-1.0,Team 1,Team 2,35%,65%,41.0,17.0,58.0,-0.5,Team 1
134,2019,2,Minnesota,GreenBay,-3.0,-3.0,Team 2,Team 2,57%,43%,16.0,21.0,37.0,0.0,Team 2
135,2019,2,KansasCity,Oakland,-8.5,-7.0,Team 1,Team 1,70%,30%,28.0,10.0,38.0,-1.5,Team 1
136,2019,2,NewOrleans,LARams,-3.0,-1.5,Team 2,Team 2,33%,67%,9.0,27.0,36.0,-1.5,Team 2
137,2019,2,Chicago,Denver,-1.0,-2.5,Team 2,Team 1,59%,41%,16.0,14.0,30.0,1.5,Team 1
138,2019,2,Philadelphia,Atlanta,0.0,-1.0,No Favorite,Team 1,58%,42%,20.0,24.0,44.0,1.0,Team 2
139,2019,2,Cleveland,NYJets,-2.5,-6.5,Team 1,Team 1,57%,43%,23.0,3.0,26.0,4.0,Team 1
140,2019,3,Tennessee,Jacksonville,-6.5,-1.5,Team 2,Team 1,52%,48%,7.0,20.0,27.0,-5.0,Team 2
141,2019,3,Denver,GreenBay,-6.5,-7.0,Team 2,Team 2,43%,57%,16.0,27.0,43.0,0.5,Team 2
142,2019,3,Detroit,Philadelphia,-7.0,-4.0,Team 2,Team 2,60%,40%,27.0,24.0,51.0,-3.0,Team 1
143,2019,3,Baltimore,KansasCity,-6.0,-4.5,Team 2,Team 2,38%,62%,28.0,33.0,61.0,-1.5,Team 2
144,2019,3,Cincinnati,Buffalo,-4.0,-6.0,Team 2,Team 2,54%,46%,17.0,21.0,38.0,2.0,Team 2
145,2019,3,Atlanta,Indianapolis,-2.0,-1.0,Team 2,Team 2,49%,51%,24.0,27.0,51.0,-1.0,Team 2
146,2019,3,Oakland,Minnesota,-7.0,-9.0,Team 2,Team 2,31%,69%,14.0,34.0,48.0,2.0,Team 2
147,2019,3,NYJets,NewEngland,0.0,-21.0,No Favorite,Team 2,28%,72%,14.0,30.0,44.0,21.0,Team 2
148,2019,3,Miami,Dallas,-16.0,-22.5,Team 2,Team 2,37%,63%,6.0,31.0,37.0,6.5,Team 2
149,2019,3,NYGiants,TampaBay,-4.0,-5.5,Team 2,Team 2,62%,38%,32.0,31.0,63.0,1.5,Team 1
150,2019,3,Carolina,Arizona,-3.0,-2.0,Team 1,Team 2,34%,66%,38.0,20.0,58.0,-1.0,Team 1
151,2019,3,NewOrleans,Seattle,0.0,-5.0,No Favorite,Team 2,39%,61%,33.0,27.0,60.0,5.0,Team 1
152,2019,3,Houston,LAChargers,-4.0,-3.0,Team 2,Team 2,48%,52%,27.0,20.0,47.0,-1.0,Team 1
153,2019,3,Pittsburgh,SanFrancisco,0.0,-6.0,No Favorite,Team 2,59%,41%,20.0,24.0,44.0,6.0,Team 2
154,2019,3,LARams,Cleveland,-2.5,-4.5,Team 1,Team 1,64%,36%,20.0,13.0,33.0,2.0,Team 1
155,2019,3,Chicago,Washington,-5.0,-5.0,Team 1,Team 1,56%,44%,31.0,15.0,46.0,0.0,Team 1
156,2019,4,Philadelphia,GreenBay,-3.0,-3.5,Team 2,Team 2,44%,56%,34.0,27.0,61.0,0.5,Team 1
157,2019,4,Carolina,Houston,,-5.5,Team 1,Team 2,37%,63%,16.0,10.0,26.0,,Team 1
158,2019,4,Cleveland,Baltimore,-5.0,-7.0,Team 2,Team 2,45%,55%,40.0,25.0,65.0,2.0,Team 1
159,2019,4,Washington,NYGiants,-2.5,-3.0,Team 2,Team 2,53%,47%,3.0,24.0,27.0,0.5,Team 2
160,2019,4,LAChargers,Miami,-16.0,-14.5,Team 1,Team 1,42%,58%,30.0,10.0,40.0,-1.5,Team 1
161,2019,4,Oakland,Indianapolis,-6.5,-5.5,Team 2,Team 2,47%,53%,31.0,24.0,55.0,-1.0,Team 1
162,2019,4,KansasCity,Detroit,-6.0,-7.0,Team 1,Team 1,77%,23%,34.0,30.0,64.0,1.0,Team 1
163,2019,4,NewEngland,Buffalo,-6.0,-7.0,Team 1,Team 1,79%,21%,16.0,10.0,26.0,1.0,Team 1
164,2019,4,Tennessee,Atlanta,-3.5,-3.5,Team 2,Team 2,55%,45%,24.0,10.0,34.0,0.0,Team 1
165,2019,4,TampaBay,LARams,-9.0,-9.5,Team 2,Team 2,45%,55%,55.0,40.0,95.0,0.5,Team 1
166,2019,4,Seattle,Arizona,-3.0,-5.5,Team 1,Team 1,51%,49%,27.0,10.0,37.0,2.5,Team 1
167,2019,4,Minnesota,Chicago,-3.0,0.0,Team 2,No Favorite,47%,53%,6.0,16.0,22.0,-3.0,Team 2
168,2019,4,Jacksonville,Denver,-3.5,-2.5,Team 2,Team 2,37%,63%,26.0,24.0,50.0,-1.0,Team 1
169,2019,4,Dallas,NewOrleans,-1.5,-2.5,Team 1,Team 1,68%,32%,10.0,12.0,22.0,1.0,Team 2
170,2019,4,Cincinnati,Pittsburgh,-4.5,-3.5,Team 2,Team 2,48%,52%,3.0,27.0,30.0,-1.0,Team 2
171,2019,5,LARams,Seattle,-1.5,-1.5,Team 1,Team 2,49%,51%,29.0,30.0,59.0,0.0,Team 2
172,2019,5,Baltimore,Pittsburgh,-3.0,-3.0,Team 1,Team 1,44%,56%,26.0,23.0,49.0,0.0,Team 1
173,2019,5,Chicago,Oakland,-6.0,-6.5,Team 1,Team 1,74%,26%,21.0,24.0,45.0,0.5,Team 2
174,2019,5,Arizona,Cincinnati,-4.0,-3.0,Team 2,Team 2,54%,46%,26.0,23.0,49.0,-1.0,Team 1
175,2019,5,Jacksonville,Carolina,-3.0,-3.0,Team 2,Team 2,33%,67%,27.0,34.0,61.0,0.0,Team 2
176,2019,5,Minnesota,NYGiants,-5.5,-6.0,Team 1,Team 1,68%,32%,28.0,10.0,38.0,0.5,Team 1
177,2019,5,NewEngland,Washington,-13.0,-16.5,Team 1,Team 1,77%,23%,33.0,7.0,40.0,3.5,Team 1
178,2019,5,NYJets,Philadelphia,-13.0,-14.0,Team 2,Team 2,34%,66%,6.0,31.0,37.0,1.0,Team 2
179,2019,5,TampaBay,NewOrleans,,-3.0,Team 1,Team 2,53%,47%,24.0,31.0,55.0,,Team 2
180,2019,5,Atlanta,Houston,,-4.0,Team 1,Team 2,44%,56%,32.0,53.0,85.0,,Team 2
181,2019,5,Buffalo,Tennessee,,-3.0,Team 1,Team 2,52%,48%,14.0,7.0,21.0,,Team 1
182,2019,5,Denver,LAChargers,,-4.5,Team 1,Team 2,51%,49%,20.0,13.0,33.0,,Team 1
183,2019,5,GreenBay,Dallas,,-3.5,Team 1,Team 2,54%,46%,34.0,24.0,58.0,,Team 1
184,2019,5,Indianapolis,KansasCity,,-11.0,Team 1,Team 2,30%,70%,19.0,13.0,32.0,,Team 1
185,2019,5,Cleveland,SanFrancisco,,-5.0,Team 1,Team 2,56%,44%,3.0,31.0,34.0,,Team 2
186,2019,6,NYGiants,NewEngland,-14.0,-17.0,Team 2,Team 2,30%,70%,14.0,35.0,49.0,3.0,Team 2
187,2019,6,Carolina,TampaBay,0.0,-2.0,No Favorite,Team 1,52%,48%,37.0,26.0,63.0,2.0,Team 1
188,2019,6,Cincinnati,Baltimore,-8.5,-10.5,Team 2,Team 2,51%,49%,17.0,23.0,40.0,2.0,Team 2
189,2019,6,Seattle,Cleveland,-2.5,0.0,Team 2,No Favorite,57%,43%,32.0,28.0,60.0,-2.5,Team 1
190,2019,6,Houston,KansasCity,-8.5,-3.5,Team 2,Team 2,43%,57%,31.0,24.0,55.0,-5.0,Team 1
191,2019,6,NewOrleans,Jacksonville,-1.5,-2.5,Team 2,Team 2,47%,53%,13.0,6.0,19.0,1.0,Team 1
192,2019,6,Philadelphia,Minnesota,-3.0,-3.5,Team 2,Team 2,45%,55%,20.0,38.0,58.0,0.5,Team 2
193,2019,6,Washington,Miami,-6.5,-6.0,Team 1,Team 1,46%,54%,17.0,16.0,33.0,-0.5,Team 1
194,2019,6,SanFrancisco,LARams,-5.0,-3.0,Team 2,Team 2,28%,72%,20.0,7.0,27.0,-2.0,Team 1
195,2019,6,Atlanta,Arizona,-2.5,-3.0,Team 1,Team 1,71%,29%,33.0,34.0,67.0,0.5,Team 2
196,2019,6,Dallas,NYJets,-7.0,-7.0,Team 1,Team 1,63%,37%,22.0,24.0,46.0,0.0,Team 2
197,2019,6,Tennessee,Denver,0.0,-1.0,No Favorite,Team 2,47%,53%,0.0,16.0,16.0,1.0,Team 2
198,2019,6,Pittsburgh,LAChargers,-5.5,-6.0,Team 2,Team 2,32%,68%,24.0,17.0,41.0,0.5,Team 1
199,2019,6,Detroit,GreenBay,-5.5,-3.5,Team 2,Team 2,41%,59%,22.0,23.0,45.0,-2.0,Team 2
200,2019,7,KansasCity,Denver,,-3.0,Team 1,Team 1,69%,31%,30.0,6.0,36.0,,Team 1
201,2019,7,Arizona,NYGiants,-3.0,-3.5,Team 2,Team 2,48%,52%,27.0,21.0,48.0,0.5,Team 1
202,2019,7,Houston,Indianapolis,,-1.5,Team 1,Team 2,52%,48%,23.0,30.0,53.0,,Team 2
203,2019,7,Miami,Buffalo,,-17.0,Team 1,Team 2,69%,31%,21.0,31.0,52.0,,Team 2
204,2019,7,Minnesota,Detroit,0.0,-2.5,No Favorite,Team 1,53%,47%,42.0,30.0,72.0,2.5,Team 1
205,2019,7,Oakland,GreenBay,,-6.0,Team 1,Team 2,53%,47%,24.0,42.0,66.0,,Team 2
206,2019,7,Jacksonville,Cincinnati,,-4.5,Team 1,Team 1,66%,34%,27.0,17.0,44.0,,Team 1
207,2019,7,LARams,Atlanta,,-3.0,Team 1,Team 1,68%,32%,37.0,10.0,47.0,,Team 1
208,2019,7,SanFrancisco,Washington,,-10.0,Team 1,Team 1,76%,24%,9.0,0.0,9.0,,Team 1
209,2019,7,LAChargers,Tennessee,,-2.5,Team 1,Team 2,56%,44%,20.0,23.0,43.0,,Team 2
210,2019,7,Baltimore,Seattle,,-3.0,Team 1,Team 2,46%,54%,30.0,16.0,46.0,,Team 1
